Word,Length,SUBTLWF,Ortho_N,Phono_N,Concreteness_Rating,Age_Of_Acquisition,BG_Mean,Pron,NPhon,NSyll,NMorph,I_NMG_Mean_RT,I_NMG_Mean_Accuracy
bootstraps,10,0.14,0,0,#,9.94,"1,460.33","b""ut.str%aps",9,2,3,852.5,0.96
booty,5,6.14,4,13,4.36,9.68,824.25,"b""u.4i",4,2,1,620.308,0.963
booze,5,10.94,0,30,4.48,10.42,556.75,"b""uz",3,1,1,613.815,1
boozer,6,0.35,1,3,3.37,12.06,"1,677.80","b""uz.@`",4,2,2,621.28,1
bop,3,1.84,15,21,3.63,6.31,757.5,"b""Ap",3,1,1,657.038,0.963
bopper,6,0.49,3,7,#,9.86,"1,969.20","b""Ap.@`",4,2,2,705.786,0.966
borage,6,#,1,1,#,#,"1,724.60","""b3`IdZ",4,2,#,809.615,0.464
borax,5,0.1,0,1,4.15,14.23,"1,680.50","b""O.raks",6,2,1,675,0.926
Bordeaux,8,0.96,0,2,#,#,"1,293.86","bOr.d""o",5,2,1,756.19,0.778
bordello,8,0.31,0,0,4.04,16.21,"1,652.43","bOr.d""E.lo",7,3,1,812.8,0.769
border,6,17.18,1,5,4.29,6.85,"2,581.80","b""Or.4@`",5,2,1,605.821,0.966
bordered,8,0.08,0,3,3.7,6.85,"3,133.71","b""Or.4@`d",6,2,2,757.731,0.963
bordering,9,0.35,0,1,2.83,6.85,"3,324.63","b""Or.4@`.IN",7,3,2,678.148,1
borderland,10,0.02,0,0,2.96,14.94,"2,272.89","b""Or.4@`.l%and",9,3,2,810.962,0.929
borderlands,11,0.02,0,0,#,14.94,"2,087.10","b""Or.4@`.l%andz",10,3,3,715.519,1
borderline,10,1.59,0,0,3,10.24,"2,790.00","b""Or.4@`.l%aIn",8,3,2,663.63,1
borders,7,2.8,0,4,#,6.85,"2,396.33","b""Or.4@`z",6,2,2,597.321,1
bore,4,7.75,14,35,2.96,8.907,"2,686.67","b""Or",3,1,1,628.107,1
bored,5,20.18,5,25,2.13,6.25,"3,136.25","b""Ord",4,1,2,589.5,1
boredom,7,2.14,0,1,1.96,7.68,"2,391.67","b""Or.4@m",6,2,2,619.393,1
borer,5,0.04,6,9,#,13.5,"3,555.50","b""Or.@`",4,2,2,641,0.893
bores,5,0.8,9,29,#,8.907,"3,137.25","b""Orz",4,1,2,632.538,1
boric,5,0.02,1,2,#,15.08,"2,171.00","b""O.rIk",5,2,2,706.84,0.893
boring,6,27.41,4,10,2.07,5.26,"3,441.20","b""Or.IN",5,2,2,596.481,1
born,4,83.69,11,17,3.22,4.68,"1,330.33","b""Orn",4,1,1,597.519,1
borne,5,1.02,0,17,#,3.58,"1,566.50","b""Orn",4,1,2,662.462,0.929
Borneo,6,0.59,0,0,#,#,"1,301.60","b""Or.ni.o",6,3,1,838.091,0.815
boron,5,0.16,3,1,#,#,"2,566.75","b""O.rAn",5,2,1,861.412,0.739
borough,7,1.18,0,4,3.81,11.35,"1,354.67","b""3`.ro",4,2,1,709.64,0.893
boroughs,8,0.27,0,3,#,11.35,"1,171.57","b""3`.roz",5,2,2,814.87,0.885
borrow,6,29.31,4,11,3.1,6.95,"1,385.00","b""O.ro",4,2,1,586.217,0.92
borrowed,8,10.18,2,4,#,6.95,"1,699.14","b""O.rod",5,2,2,639.621,1
borrower,8,0.08,1,4,3.27,8.75,"1,938.71","b""O.ro@`",5,2,2,678.333,1
borrowing,9,2.88,1,2,2.9,6.95,"2,275.88","b""O.ro.IN",6,3,2,701,1
borrows,7,0.49,2,6,#,6.95,"1,172.83","b""O.roz",5,2,2,687.556,1
borscht,7,0.69,0,0,#,15.23,"1,286.17","""bOrSt",5,1,#,809.95,0.741
bosom,5,3.12,0,0,4.63,12.5,902,"b""U.zm=",4,2,1,738.458,0.923
bosoms,6,0.65,0,0,#,12.5,761,"b""U.zm=z",5,2,2,796.714,0.875
boss,4,124.29,9,13,3.83,6.16,"1,060.00","b""Os",3,1,1,541.214,1
bossed,6,0.12,2,15,2.23,6.16,"1,939.20","b""Ost",4,1,2,601.538,0.929
bosses,6,4.37,7,7,#,6.16,"1,940.00","b""Os.@z",5,2,2,619.815,1
bossman,7,#,0,2,#,#,"1,478.17","b""Osm@n",6,2,#,703.286,1
boss's,6,#,1,7,#,#,842.4,"b""Os.@z",5,2,2,627.464,1
bossy,5,1.75,1,4,2.21,7.06,851.75,"b""Os.i",4,2,2,581.519,1
Boston,6,24.02,0,1,#,#,"2,229.20","b""O.st@n",6,2,2,584.893,1
Bostonian,9,0.02,0,0,#,#,"2,158.38","bO.st""on.i@n",9,3,3,875.13,0.92
Bostonians,10,0.04,0,0,#,#,"2,124.78","b""Astoni@nz",10,4,#,824.5,0.96
Boston's,8,#,0,0,#,#,"1,764.86","b""O.st@nz",7,2,3,574.5,1
botanical,9,1.04,0,0,3.54,10.78,"1,963.25","b@.t""a.nIk.l=",8,4,3,710.846,0.963
botanist,8,0.27,0,0,4.07,10.63,"2,124.43","b""A.4@.nIst",8,3,2,860,0.852
botanists,9,0.12,0,0,#,10.63,"1,984.63","b""A.4@.nIsts",9,3,3,844.261,0.852
botany,6,0.39,0,1,2.97,12.68,"1,437.00","b""A.4@.ni",6,3,2,724.308,0.929
botch,5,0.31,4,18,2.75,10.53,856.25,"b""AtS",3,1,1,630.385,0.963
both,4,295.33,4,14,2.97,4.772,997.333,"b""oT",3,1,1,620.4,0.962
bother,6,67.37,1,3,2,6.5,"2,180.60","b""A.D@`",4,2,1,709.259,0.964
bothered,8,10.41,1,2,#,6.5,"2,847.14","b""A.D@`d",5,2,2,600.034,1
bothering,9,17.98,0,1,#,6.5,"3,073.88","b""A.D@`.IN",6,3,2,641.077,1
bothers,7,7.35,2,6,#,6.5,"2,062.00","b""A.D@`z",5,2,2,645.692,0.963
bothersome,10,0.31,0,0,1.85,10.67,"1,790.22","b""A.D@`.sm=",6,3,2,657.107,1
bottle,6,50.75,2,10,4.91,3.56,"1,235.40","b""A.4l=",4,2,1,558.286,1
bottled,7,2.61,2,6,4.31,#,"1,777.00","b""A.4l=d",5,2,2,615.464,1
bottleneck,10,0.51,0,0,3.97,11.81,"1,612.44","b""A.4l=.n%Ek",7,3,2,677.857,1
bottlenecks,11,0.04,0,0,#,11.81,"1,475.20","b""A.4l=.n%Eks",8,3,3,699.704,1
bottles,7,13.37,2,9,#,3.56,"1,777.67","b""A.4l=z",5,2,2,636.269,1
bottling,8,0.75,1,3,3.26,9.58,"2,331.86","b""A.4l=.IN",6,3,2,743.821,0.966
bottom,6,49.92,0,1,4.25,5.28,984.8,"b""A.4@m",5,2,1,601.786,1
bottomless,10,0.88,0,0,2.11,8.33,"1,604.11","b""A.4@m.l@s",8,3,2,699.269,1
bottoms,7,3.59,0,0,#,5.28,853.5,"b""A.4@mz",6,2,2,593.536,1
botulism,8,0.55,0,0,3.52,13.56,"1,353.71","b""A.tS@.l%I.zm=",8,4,2,919.214,0.667
boudoir,7,0.88,0,0,#,13,757.167,"b""u.dwAr",6,2,1,858,0.5
bough,5,0.29,4,22,#,11.79,807.75,"b""aU",2,1,1,811.739,0.852
boughs,6,0.35,2,19,#,11.79,660.8,"b""aUz",3,1,2,754.385,0.5
bought,6,85.53,4,30,2.96,5.56,713.4,"b""Ot",3,1,1,659.125,0.96
bouillabaisse,13,0.37,0,0,#,15.8,"1,417.17","b%u.j@.b""Es",7,3,1,"1,000.00",0.571
bouillon,8,0.14,0,0,4.2,13.41,"1,714.14","""bUljAn",6,2,#,924.286,0.955
boulder,7,2.08,0,5,4.67,7.916,"2,094.33","b""ol.d@`",5,2,1,642.704,0.964
boulders,8,0.45,0,5,#,7.916,"2,005.00","b""ol.d@`z",6,2,2,712.393,1
boulevard,9,5.18,0,0,4.73,9.189,"1,428.75","b""U.l@.vArd",8,3,1,786.821,1
boulevards,10,0.16,0,0,#,9.189,"1,316.11","b""U.l@.vArdz",9,3,2,819.042,0.923
bounce,6,9.84,2,3,3.86,6.17,"1,465.00","b""aUns",4,1,1,607.185,1
bounced,7,2.96,2,2,#,6.17,"1,968.33","b""aUnst",5,1,2,632.074,1
bouncer,7,1.59,1,2,4.38,12.67,"2,247.83","b""aUns.@`",5,2,2,645.333,1
bouncing,8,4.25,1,1,3.93,6.17,"2,499.00","b""aUns.IN",6,2,2,587.5,1
bouncy,6,1.78,2,3,3.18,4.61,"1,173.80","b""aUns.i",5,2,2,598.593,1
bound,5,18.43,7,16,3.43,9,"1,514.25","b""aUnd",4,1,1,567.038,1
boundaries,10,3.71,0,0,#,8.35,"2,019.11","b""aUn4.@`.riz",8,3,3,662.414,1
boundary,8,1.35,0,1,3.04,8.35,"1,455.71","b""aUn4.@`.ri",7,3,2,594.393,1
bounded,7,0.18,7,9,2.83,9,"2,190.50","b""aUn4.@d",6,2,2,651.821,1
bounding,8,0.2,6,12,3.24,10.21,"2,678.29","b""aUn4.IN",6,2,2,642.407,0.964
boundless,9,0.29,1,1,2,12.05,"1,980.63","b""aUnd.l@s",7,2,2,682.071,1
bounds,6,2.25,6,10,#,9,"1,294.40","b""aUndz",5,1,2,647.75,1
bounteous,9,0.04,0,0,2.46,13.62,"1,886.63","b""aUn.4i@s",7,2,2,970.55,0.87
bountiful,9,0.76,0,0,2.07,10.47,"1,754.63","b""aUn.4I.fl=",7,3,2,666.897,1
bounty,6,7.18,2,3,3.41,9.35,"1,603.00","b""aUn.4i",5,2,1,651,1
bouquet,7,3.22,0,0,4.74,8.72,790.333,"bo.k""e",4,2,1,688.833,0.923
bouquets,8,0.59,0,0,#,8.72,821.143,"bo.k""ez",5,2,2,943.318,0.846
bourbon,7,6.25,0,3,4.93,11.05,"1,570.83","b""3`.b@n",5,2,1,807.6,0.926
bourbons,8,0.12,0,0,#,11.05,"1,611.57","b""3`.b@nz",6,2,2,793.609,0.852
bourgeois,9,1.18,0,0,1.97,16.36,"1,082.63","bUrZ.w""A",6,2,1,969.455,0.579
bourgeoisie,11,0.29,0,0,2.42,14.64,"1,161.20","b%UrZ.wA.z""i",8,3,1,796,0.556
bout,4,19.1,7,24,3,11.83,"1,127.00","b""aUt",3,1,1,612.423,0.963
boutique,8,1.08,0,0,4.27,9.78,"1,305.14","bu.t""ik",5,2,1,695.542,1
bouts,5,0.51,3,13,#,11.83,"1,096.75","b""aUts",4,1,2,699.074,0.964
bovine,6,0.43,0,0,3.93,12.41,"2,248.40","b""o.vaIn",5,2,2,669.25,0.741
bovines,7,0.04,0,0,#,12.41,"2,621.83","b""o.vaInz",6,2,3,827.318,0.917
bow,3,20.27,18,35,4.61,4.95,725,"b""o",2,1,1,631.583,0.923
bowed,5,0.8,8,30,3.3,4.95,"1,604.75","b""od",3,1,2,801.864,0.786
bowel,5,3.59,5,3,4.53,9.72,917,"b""aU@l",4,1,1,686.429,1
bowels,6,1.71,3,2,4.33,9.78,816.6,"b""aU@lz",5,1,2,651.077,0.929
bower,5,0.25,12,17,4.08,12.77,"2,024.00","b""aUr",3,1,1,689.714,0.808
bowers,6,1.18,4,11,#,#,"1,913.00","b""aUrz",4,1,2,645.762,0.75
Bowie,5,2.82,0,13,#,#,792.75,"b""o.i",3,2,1,835.333,0.857
bowing,6,1.25,5,6,3.67,4.95,"2,546.40","b""aU.IN",4,2,2,789.211,0.826
bowl,4,21.45,9,35,4.87,4.26,511.667,"b""ol",3,1,1,633.962,0.929
bowler,6,1.31,2,10,4.45,10.58,"2,222.60","b""ol.@`",4,2,2,732,0.923
bowling,7,10.69,3,8,4.56,7,"2,516.17","b""ol.IN",5,2,2,636.875,0.923
bowls,5,2.18,3,29,4.73,4.26,487.5,"b""olz",4,1,2,648.875,1
bowman,6,3.57,0,4,#,#,"1,326.00","b""o.m@n",5,2,2,708.68,0.962
bows,4,1.75,8,19,#,4.95,520.667,"b""aUz",3,1,2,687.72,0.926
bowstring,9,#,0,0,4.64,#,"2,562.88","b""o.str%IN",7,2,2,826.179,1
bowwow,6,0.06,1,1,#,4.29,495.2,"""baU%waU",4,2,#,851.35,0.833
box,3,89.75,10,16,4.9,4.3,430,"b""Aks",4,1,1,557.071,0.966
boxcar,6,0.65,0,0,4.83,8.5,"1,141.40","b""Aks.k%Ar",7,2,2,598.857,1
boxcars,7,0.16,0,0,#,8.5,"1,196.00","b""Aks.k%Arz",8,2,3,602.593,1
boxed,5,1.31,4,2,#,4.3,"1,358.25","b""Akst",5,1,2,582.593,1
boxer,5,3.84,5,2,4.63,7.95,"1,777.50","b""Aks.@`",5,2,2,578.593,0.964
boxes,5,15.69,5,1,#,4.3,"1,359.25","b""Aks.@z",6,2,2,599.643,1
boxing,6,7.25,3,0,4.55,7.16,"2,363.80","b""Aks.IN",6,2,2,547.483,1
boxwood,7,#,0,0,#,#,444,"b""Aks.w%Ud",7,2,2,612.731,1
boxy,4,0.18,5,4,3.2,10.21,292,"b""Aks.i",5,2,2,572.192,1
boy,3,529.82,15,17,4.76,3.67,451.5,"b""OI",2,1,1,555.846,1
boycott,7,0.96,0,0,2.76,12.79,839,"b""OI.kAt",5,2,1,613.556,1
boycotted,9,0.14,0,0,#,12.79,"1,739.25","b""OI.k%A4.@d",7,3,2,662.5,1
boyfriend,9,72.24,0,1,4.59,6.89,"1,374.88","b""OI.fr%End",7,2,2,588.172,1
boyhood,7,0.61,0,0,2.29,8.61,595.667,"b""OI.hUd",5,2,2,644.208,1
boyish,6,0.61,0,0,2.43,10.17,"1,020.20","b""OI.IS",4,2,2,671.111,1
boys,4,224.16,7,17,#,3.67,379,"b""OIz",3,1,2,569.286,1
boy's,5,#,2,17,#,#,511,"b""OIz",3,1,2,573.643,1
bra,3,10.92,2,6,4.54,8.21,"1,842.50","br""A",3,1,1,598.556,1
brace,5,6.25,5,12,3.96,7.89,"1,695.25","br""es",4,1,1,583.481,1
braced,6,0.27,4,4,3,7.89,"2,253.20","br""est",5,1,2,627.074,1
bracelet,8,7.8,0,0,4.96,5.68,"1,897.86","br""es.l@t",7,2,2,659.036,1
braces,6,3.22,5,2,5,8.556,"2,254.00","br""es.@z",6,2,2,588.5,1
brace's,7,#,0,2,#,#,"1,328.83","br""es@z",6,2,#,615.84,0.926
bracing,7,0.45,3,5,3.14,#,"2,824.83","br""es.IN",6,2,2,580.038,1
bracken,7,0.63,2,3,#,14.83,"1,800.83","br""a.k@n",6,2,1,708.148,0.931
bracket,7,0.63,1,1,4.43,8.56,"1,390.50","br""a.k@t",6,2,1,599.821,1
brackets,8,0.22,0,0,#,8.56,"1,335.57","br""a.k@ts",7,2,2,672.192,0.963
Brad,4,30.22,8,14,#,#,"1,578.67","br""ad",4,1,1,620.231,0.963
Bradley,7,#,0,1,#,#,"1,450.00","br""ad.li",6,2,2,634.556,1
brae,4,0.08,6,11,#,11.89,"1,248.33","br""e",3,1,1,672.5,0.357
brag,4,3.51,8,9,2.41,7.79,"1,489.67","br""ag",4,1,1,590.786,1
braggadocio,11,0.06,0,0,#,15.11,"1,110.40","br%a.g@.d""o.Si.o",10,5,1,910.8,0.263
braggart,8,0.25,0,0,3.15,12.57,"1,327.14","br""a.gArt",7,2,2,754.762,0.808
bragged,7,0.59,1,2,#,7.79,"1,734.00","br""agd",5,1,2,640.929,1
bragging,8,2.31,1,1,3.1,7.79,"2,300.00","br""ag.IN",6,2,2,671.897,1
Brahmin,7,0.08,0,0,#,#,"2,016.50","br""A.mIn",6,2,1,"1,010.87",0.652
Brahms,6,0.76,0,1,#,#,805.8,"br""Amz",5,1,1,788.12,0.893
braid,5,0.94,2,21,4.38,7.22,"1,362.50","br""ed",4,1,1,674.963,1
braided,7,0.35,1,4,4.36,7.22,"2,089.33","br""e4.@d",6,2,2,663.37,1
braiding,8,0.1,0,8,4.11,7.22,"2,591.57","br""e4.IN",6,2,2,667.393,1
braids,6,0.78,2,11,#,7.22,"1,173.00","br""edz",5,1,2,600.148,1
braille,7,0.55,0,12,4.44,9,"1,844.83","br""el",4,1,1,670.75,0.857
brain,5,77.02,6,16,4.69,5.76,"2,874.75","br""en",4,1,1,597.4,1
brainchild,10,0.22,0,0,2.55,13.76,"1,917.89","br""en.tS%aIld",8,2,2,708,1
brains,6,27.47,5,10,3.96,5.76,"2,671.00","br""enz",5,1,2,588.808,0.963
brain's,7,#,0,10,#,#,"2,117.83","br""enz",5,1,2,635.857,1
brainstorm,10,0.78,0,0,2.55,9.61,"2,402.56","br""en.st%Orm",9,2,2,618.148,1
brainwash,9,0.43,0,0,2.21,11.53,"1,871.50","br""en.w%AS",7,2,2,632.296,1
brainwashing,12,0.73,0,0,2.43,#,"2,442.91","br""en.w%AS.IN",9,3,3,718.483,1
brainwave,9,0.1,0,0,3.3,10.25,"1,813.63","br""en.w%ev",7,2,2,691.63,1
brainy,6,0.94,1,4,1.88,7.86,"2,331.00","br""en.i",5,2,2,670.852,0.964
braise,6,#,2,18,3.09,13.607,"1,878.80","br""ez",4,1,1,698.615,0.963
brake,5,5.98,4,11,4.44,5.95,"1,228.50","br""ek",4,1,1,618.143,1
brakeman,8,0.1,0,0,#,12.2,"1,584.00","br""ek.m@n",7,2,2,696.103,1
brakes,6,6.65,2,4,#,5.95,"1,880.60","br""eks",5,1,2,617.44,0.962
bramble,7,#,0,0,4.12,#,"1,609.33","br""am.bl=",6,2,1,637.625,0.96
brambles,8,#,0,0,#,#,"2,020.71","br""am.bl=z",7,2,2,705.786,0.966
bran,4,1.31,8,11,4.48,9.95,"2,389.33","br""an",4,1,1,675.667,0.923
branch,6,10.08,2,3,4.9,5.11,"2,016.60","br""antS",5,1,1,568.357,1
branched,8,0.14,1,1,3.14,5.11,"2,331.00","br""antSt",6,1,2,637.4,0.926
branches,8,3.33,2,1,#,5.11,"2,331.57","br""antS.@z",7,2,2,667.667,1
branching,9,0.29,0,0,2.84,5.11,"2,747.88","br""antS.IN",7,2,2,647.963,1
branchy,7,0.02,0,2,3.54,11.47,"1,722.00","br""antS.i",6,2,2,671.577,1
brand,5,13.96,3,4,3.29,7.72,"2,232.50","br""and",5,1,1,594.333,1
branded,7,1.55,1,2,3.52,7.72,"2,669.33","br""an4.@d",7,2,2,578.857,1
brandish,8,0.04,0,0,#,12.39,"2,123.00","br""an.4IS",7,2,1,675.615,0.963
brandishing,11,0.22,0,0,#,12.39,"2,676.10","br""an.4IS.IN",9,3,2,775.24,0.893
Brandon,7,9.29,0,1,#,#,"2,354.00","br""an.4@n",7,2,2,650.741,1
Brandon's,9,#,0,0,#,#,"1,916.50","br""an.4@nz",8,2,3,624.815,1
brands,6,1.02,3,1,#,7.72,"1,869.00","br""andz",6,1,2,575.25,1
brandy,6,11.12,1,1,4.81,12.1,"1,816.00","br""an.4i",6,2,1,624.741,1
Brandywine,10,0.14,0,0,#,#,"2,083.89","""brandi%waIn",9,3,#,837.5,1
brash,5,0.41,4,9,2.46,11.47,"1,608.00","br""aS",4,1,1,638.107,1
brashness,9,0.02,0,0,1.61,11,"1,852.38","br""aS.n@s",7,2,2,751.24,0.926
brass,5,12.12,3,9,4.7,9.05,"1,677.00","br""as",4,1,1,611.393,1
brasserie,9,0.1,0,0,#,13.75,"2,378.50","br""a.s@`.ri",7,3,1,907.714,0.609
brassiere,9,0.53,0,1,4.64,11,"2,545.38","br""a.Z@`",5,2,1,820.526,0.731
brassy,6,0.12,1,1,3.36,11.82,"1,387.00","br""as.i",5,2,2,633.25,1
brat,4,6.22,8,10,3.62,6.21,"2,622.00","br""at",4,1,1,566.192,0.963
bratwurst,9,0.47,0,0,4.82,9.68,"1,796.25","br""at.w@`st",8,2,1,740,0.926
bravado,7,0.47,0,0,1.93,12.88,"1,029.00","br@.v""A.4o",7,3,2,686.231,0.929
brave,5,31.71,5,9,2.26,6,"1,492.25","br""ev",4,1,1,560.704,1
braved,6,0.25,4,3,#,6,"2,090.80","br""evd",5,1,2,646.893,1
bravely,7,1.53,2,1,1.93,#,"1,541.17","br""ev.li",6,2,2,610.704,0.964
braver,6,1.14,4,5,2,6,"2,426.20","br""ev.@`",5,2,2,611,0.963
bravery,7,2.88,1,0,1.96,8.32,"2,127.50","br""ev.@`.ri",7,3,2,624.889,1
braves,6,0.63,5,6,#,6,"2,091.60","br""evz",5,1,2,592.5,1
bravest,7,1.71,1,1,#,6,"2,337.17","br""ev.Ist",7,2,2,634.214,1
braving,7,0.16,3,4,2.12,6,"2,608.17","br""ev.IN",6,2,2,661.583,0.96
bravo,5,19.02,1,0,1.86,#,"1,081.00","br""A.vo",5,2,1,601.5,1
brawl,5,2.12,4,10,3.63,9.2,999,"br""Ol",4,1,1,627.143,1
brawn,5,0.57,5,10,2.79,10.06,"1,019.00","br""On",4,1,1,636.111,0.931
bray,4,0.39,9,11,#,#,"1,369.33","br""e",3,1,1,576.231,0.929
braying,7,0.04,4,5,#,#,"2,511.00","br""e.IN",5,2,2,700.68,0.926
brazen,6,1.18,0,0,1.93,12.19,"1,621.80","br""e.zn=",5,2,1,592.038,0.929
brazenly,8,0.14,0,0,2.29,#,"1,396.71","br""e.zn=.li",7,3,2,857.304,0.852
brazenness,10,#,0,0,1.82,#,"1,867.78","br""e.zn=.n@s",8,3,2,830.526,0.704
brazier,7,0.04,0,3,3.87,13.21,"1,888.17","br""e.Z@`",5,2,1,868.312,0.593
Brazil,6,5.25,0,0,4.19,#,"1,069.20","br@.z""Il",6,2,1,612.407,1
Brazilian,9,2.06,0,0,#,#,"1,587.13","br@.z""Il.j@n",9,3,2,661.385,1
breach,6,6.22,5,8,2.48,11.72,"1,982.60","br""itS",4,1,1,601.292,0.96
breaching,9,0.25,3,5,#,11.72,"2,726.63","br""itS.IN",6,2,2,706.885,1
bread,5,28.33,5,15,4.92,3.58,"1,995.75","br""Ed",4,1,1,600.414,1
breadbasket,11,0.2,0,0,4,8.61,"1,274.20","br""Ed.b%a.sk@t",10,3,2,834.071,1
breadboard,10,0.02,0,0,4.7,10.75,"1,423.56","br""Ed.b%Ord",8,2,2,801.107,1
breadcrumb,10,#,0,0,4.89,#,"1,170.67","br""Ed.kr%Vm",8,2,2,688.885,0.929
breaded,7,0.22,1,0,4.07,9.11,"2,511.50","br""Ed@d",6,2,#,672.417,0.96
breadfruit,10,0.12,0,0,4.79,13.29,"1,296.78","br""Ed.fr%ut",8,2,2,753.192,0.963
breadline,9,0.08,0,0,#,12.54,"2,526.63","br""Ed.l%aIn",7,2,2,701.148,1
breadth,7,0.43,0,1,2.23,11.38,"1,553.67","br""EtT",5,1,2,718.692,0.929
breadwinner,11,0.31,0,0,3.24,11.5,"2,421.00","br""Ed.w%In.@`",8,3,3,856.231,1
break,5,221.08,5,11,3.71,5.3,"1,815.75","br""ek",4,1,1,591.964,1
breakable,9,0.16,0,0,3.03,8.21,"1,622.38","br""ek.@.bl=",7,3,2,664.929,1
breakables,10,0.14,0,0,#,8.21,"1,940.89","br""ek.@.bl=z",8,3,3,696.88,1
breakage,8,0.22,0,1,3.44,11.18,"1,338.86","br""ek.IdZ",6,2,2,648.857,1
breakaway,9,0.67,0,0,2.78,11.79,"1,086.25","br""ek.@.w%e",7,3,2,699.37,1
breakdown,9,7.31,0,0,2.75,10.11,"1,088.88","br""ek.d%aUn",7,2,2,607.37,1
breakdowns,10,0.47,0,0,#,10.11,"1,174.11","br""ek.d%aUnz",8,2,3,623.464,1
breaker,7,2.29,0,5,3.85,9.84,"2,387.17","br""ek.@`",5,2,2,584.76,1
breakers,8,1.65,0,1,#,9.84,"2,256.00","br""ek.@`z",6,2,3,646,1
breakfast,9,66.29,0,0,4.43,3.47,"1,590.25","br""Ek.f@st",8,2,2,580,1
